canonical_fixed_pqr,canonical_fixed_pqr_sha256,canonical_pqr,canonical_pqr_sha256,fixed_pqr,fixed_pqr_sha256,hla_charge_donor_model_key,model_key,peptide_modal_charge_donor_model_key,replaced_atom_count,status,total_atom_count
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_368ebdaaab5ce03f_m0.pqr,c313db184b6c96cb7fea353d3f34610803b5cab09eb684ba024dcce3412e26de,raw_calculations/canonical_pqr/af_314159_V2PMHC_368ebdaaab5ce03f_m0.pqr,605d2eca6d066af46fdc7bf60a1c2c53f79d1c347f944e01cdb45cd315b75b6a,raw_calculations/fixed_charge/af_314159_V2PMHC_368ebdaaab5ce03f_m0.pqr,e7f3aac27d5082bc4b53c3720a79c3a5f8b0dea718c9f307f45f4230cf4df5c7,af|314159|V2PMHC_32819024c05f813a|m0,af|314159|V2PMHC_368ebdaaab5ce03f|m0,af|314159|V2PMHC_368ebdaaab5ce03f|m0,6462,complete,6464
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_368ebdaaab5ce03f_m1.pqr,d726c9036216840ccb21b6ae28d3e379c7d42de1de5e516a8bd9f5c59bd70836,raw_calculations/canonical_pqr/af_314159_V2PMHC_368ebdaaab5ce03f_m1.pqr,93bbd00d7ab7e0a0ea06bf9848e694db449e85e6d823bf3c504646679564d2f1,raw_calculations/fixed_charge/af_314159_V2PMHC_368ebdaaab5ce03f_m1.pqr,d19985985f1b1737693b61c0524faf0c7a39d566c0283a25d62fcead2e97e55b,af|314159|V2PMHC_32819024c05f813a|m0,af|314159|V2PMHC_368ebdaaab5ce03f|m1,af|314159|V2PMHC_368ebdaaab5ce03f|m0,6462,complete,6464
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_368ebdaaab5ce03f_m2.pqr,751fd0c77c91a3857eb957dbd4e3a0a4bd9c81b653cb5fa8ed16a82110564e5f,raw_calculations/canonical_pqr/af_314159_V2PMHC_368ebdaaab5ce03f_m2.pqr,647780d60a888c977de23fb6ab0828f7a328d3eac9633e38d935fa3f4e49a47e,raw_calculations/fixed_charge/af_314159_V2PMHC_368ebdaaab5ce03f_m2.pqr,5e64942b92402d8c71342f9ff262b3e2b72a9d951a6de9f53f05f1559c950d8c,af|314159|V2PMHC_32819024c05f813a|m0,af|314159|V2PMHC_368ebdaaab5ce03f|m2,af|314159|V2PMHC_368ebdaaab5ce03f|m0,6463,complete,6464
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_368ebdaaab5ce03f_m3.pqr,3b2f64456982d330c3af2dd08a15b8a3e348bd8e0e1b5d7a0e0bee536e630ba3,raw_calculations/canonical_pqr/af_314159_V2PMHC_368ebdaaab5ce03f_m3.pqr,0d3b8881ed039915d0df6440847ff6e7e1f82271de113d5c3ec90a84d11e1aeb,raw_calculations/fixed_charge/af_314159_V2PMHC_368ebdaaab5ce03f_m3.pqr,48bdddf76a3de98e79496eb4fa0aef161ebf7f80503db461e0ac1943ae4dacb2,af|314159|V2PMHC_32819024c05f813a|m0,af|314159|V2PMHC_368ebdaaab5ce03f|m3,af|314159|V2PMHC_368ebdaaab5ce03f|m0,6463,complete,6464
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_368ebdaaab5ce03f_m4.pqr,b39e88fb24c617d123e0ddc9af97469d322db2cb67e55b1e573e9e4ea61fad03,raw_calculations/canonical_pqr/af_314159_V2PMHC_368ebdaaab5ce03f_m4.pqr,cb504b7dcbb2b0d013a435e655a33154192728d6164532682dfd0ec6487b1949,raw_calculations/fixed_charge/af_314159_V2PMHC_368ebdaaab5ce03f_m4.pqr,abceedd7de4b2e90ff28b6929539a8ed09f499badeefaa0ae2ab6dd6aeed538a,af|314159|V2PMHC_32819024c05f813a|m0,af|314159|V2PMHC_368ebdaaab5ce03f|m4,af|314159|V2PMHC_368ebdaaab5ce03f|m0,6461,complete,6464
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_3f942ba88c8f100c_m0.pqr,13f71f5eadc8ec8ea35530f849a7db9a722bd779f211364031ac6fd4e58ab405,raw_calculations/canonical_pqr/af_271828_V2PMHC_3f942ba88c8f100c_m0.pqr,98a6de90809339883a3979e95017ad63fdf99ce198c09f2c104dd7db91b6200b,raw_calculations/fixed_charge/af_271828_V2PMHC_3f942ba88c8f100c_m0.pqr,681c1926a2fd0e3977cb67a494508785e97e616660a0ca540d31e277e6ea9ccb,af|271828|V2PMHC_32819024c05f813a|m0,af|271828|V2PMHC_3f942ba88c8f100c|m0,af|271828|V2PMHC_3f942ba88c8f100c|m0,6479,complete,6482
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_3f942ba88c8f100c_m1.pqr,5a2d367d1df4b2d8e9ada18833cfb51f23d276c3ae9a0cf8c6cc11033bbd314c,raw_calculations/canonical_pqr/af_271828_V2PMHC_3f942ba88c8f100c_m1.pqr,b4c1e22ed3839463f18f4f0e75bf2d27e720cf043f2135bd55988343d5ef938c,raw_calculations/fixed_charge/af_271828_V2PMHC_3f942ba88c8f100c_m1.pqr,05c97fe9cb2526fc121f8130167fd981dfc1dc2ffc7f70075e6b873bed70055e,af|271828|V2PMHC_32819024c05f813a|m0,af|271828|V2PMHC_3f942ba88c8f100c|m1,af|271828|V2PMHC_3f942ba88c8f100c|m0,6481,complete,6482
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_3f942ba88c8f100c_m2.pqr,f47c087fd98ca3579288eed87f4e6ead780c5af41100132d5d4bc7f2de6f1f00,raw_calculations/canonical_pqr/af_271828_V2PMHC_3f942ba88c8f100c_m2.pqr,1b73412fca599822c6aa69b090424ee4c83c32745c95ff1b2ea760f4a64978c8,raw_calculations/fixed_charge/af_271828_V2PMHC_3f942ba88c8f100c_m2.pqr,ec59816b27bf0287d21e9b2120b490d4440acd136d07ae30853485be347e2c9b,af|271828|V2PMHC_32819024c05f813a|m0,af|271828|V2PMHC_3f942ba88c8f100c|m2,af|271828|V2PMHC_3f942ba88c8f100c|m0,6479,complete,6482
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_3f942ba88c8f100c_m3.pqr,7c4f1d37bec7ab1ba645be5b3dc45a28baa676d35238a1a55936f6ffa33505fc,raw_calculations/canonical_pqr/af_271828_V2PMHC_3f942ba88c8f100c_m3.pqr,587b971fe42359cac50873df132f4f2d315330f740ef742a557cf8066902686e,raw_calculations/fixed_charge/af_271828_V2PMHC_3f942ba88c8f100c_m3.pqr,f8d7512ba05f1ceb38dccc9eea11973ad5baf13c47ad849cb933f758e8dd6a9a,af|271828|V2PMHC_32819024c05f813a|m0,af|271828|V2PMHC_3f942ba88c8f100c|m3,af|271828|V2PMHC_3f942ba88c8f100c|m0,6479,complete,6482
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_3f942ba88c8f100c_m4.pqr,d0521036f8183705c8a8282281ffd8ee35e9f14a7c003de4ad1316df98d6811f,raw_calculations/canonical_pqr/af_271828_V2PMHC_3f942ba88c8f100c_m4.pqr,4e92c0d1c86767dd5b5f04a378a815c893174fb63f357b5d6a516252377120b0,raw_calculations/fixed_charge/af_271828_V2PMHC_3f942ba88c8f100c_m4.pqr,ce7e1a83058290c945f019e52ebb785435acc8a5fecc3218c73467ce15ad4013,af|271828|V2PMHC_32819024c05f813a|m0,af|271828|V2PMHC_3f942ba88c8f100c|m4,af|271828|V2PMHC_3f942ba88c8f100c|m0,6479,complete,6482
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_3f942ba88c8f100c_m0.pqr,381e9f4458b4d35fb5ffdf9ed16939d6b803cdb11fc08aebd23d1a7122bcee4e,raw_calculations/canonical_pqr/af_314159_V2PMHC_3f942ba88c8f100c_m0.pqr,167438630692bef6265a1a78a2a63e4e72740fe745e774b4421685600d66d035,raw_calculations/fixed_charge/af_314159_V2PMHC_3f942ba88c8f100c_m0.pqr,8e5e437712204148e0e9644bb15a6b6aebfcc6a2defa00906521129bfc85dff5,af|314159|V2PMHC_32819024c05f813a|m0,af|314159|V2PMHC_3f942ba88c8f100c|m0,af|314159|V2PMHC_3f942ba88c8f100c|m0,6480,complete,6482
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_3f942ba88c8f100c_m1.pqr,3789a8c373b6ae1962fb15a5952621effa146559f01eaf56d0f09fdd275eedc2,raw_calculations/canonical_pqr/af_314159_V2PMHC_3f942ba88c8f100c_m1.pqr,0170f77b14298179f456dc500d228d2c86b6c873a0080d4a1b8acfc873d51080,raw_calculations/fixed_charge/af_314159_V2PMHC_3f942ba88c8f100c_m1.pqr,96ae7933ab559960cbc2cf9e1d8cb25a4dd3eac03800521eb5f8e92388d15dc1,af|314159|V2PMHC_32819024c05f813a|m0,af|314159|V2PMHC_3f942ba88c8f100c|m1,af|314159|V2PMHC_3f942ba88c8f100c|m0,6481,complete,6482
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_3f942ba88c8f100c_m2.pqr,3f616acc49186ce7b4a86f260b7c80c6d0ce08b53487b11f949544f038526179,raw_calculations/canonical_pqr/af_314159_V2PMHC_3f942ba88c8f100c_m2.pqr,6e465bc57c615d93711aa6b8f7c83b5ddb818bb97b69cc1df10fac088d1e9654,raw_calculations/fixed_charge/af_314159_V2PMHC_3f942ba88c8f100c_m2.pqr,5f5243bbe2748a2cb0dea57768fc65b44d82ecda8741686fb1485de3c1c1602d,af|314159|V2PMHC_32819024c05f813a|m0,af|314159|V2PMHC_3f942ba88c8f100c|m2,af|314159|V2PMHC_3f942ba88c8f100c|m0,6480,complete,6482
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_3f942ba88c8f100c_m3.pqr,d629af5d8804d017304b2c7fe1b8b197a14eb4ab7d91d58b2919c5bf3ffa9672,raw_calculations/canonical_pqr/af_314159_V2PMHC_3f942ba88c8f100c_m3.pqr,6898b09e8c1f6dfc466846413e8dadda70e561c69dbf344818a6cb1c8be716bf,raw_calculations/fixed_charge/af_314159_V2PMHC_3f942ba88c8f100c_m3.pqr,5a37966c9d2f775ca8908564f123e1fbd0a8d2921dd4e88a23ca1003f107fb0a,af|314159|V2PMHC_32819024c05f813a|m0,af|314159|V2PMHC_3f942ba88c8f100c|m3,af|314159|V2PMHC_3f942ba88c8f100c|m0,6479,complete,6482
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_3f942ba88c8f100c_m4.pqr,6ee5af41bfa615badcd36c511f686f25458a9d39700948ee9f579da37cc75fd3,raw_calculations/canonical_pqr/af_314159_V2PMHC_3f942ba88c8f100c_m4.pqr,f8317c3f28b1903cacf9e4185ab0d328853be1f809f6a8df79eb6a0d3e846e88,raw_calculations/fixed_charge/af_314159_V2PMHC_3f942ba88c8f100c_m4.pqr,0b0b34d971f08685446b6bca9f2f987181030ef24f59ccbdcceb66192d8c4057,af|314159|V2PMHC_32819024c05f813a|m0,af|314159|V2PMHC_3f942ba88c8f100c|m4,af|314159|V2PMHC_3f942ba88c8f100c|m0,6479,complete,6483
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_4ac3a4f6915c6008_m0.pqr,fa5a97559778cc89693751a88eecb84bf7268524510becb39601600d755df9b3,raw_calculations/canonical_pqr/af_271828_V2PMHC_4ac3a4f6915c6008_m0.pqr,8fc34c7e87cbb149d96eedfc7a11f941437eb5bbe5ca8beb9d25246d6cb570ca,raw_calculations/fixed_charge/af_271828_V2PMHC_4ac3a4f6915c6008_m0.pqr,b1b64995aa1805e250a2294dd668127ad4a8e8e462d476017c517f099886d6c7,af|271828|V2PMHC_32819024c05f813a|m0,af|271828|V2PMHC_4ac3a4f6915c6008|m0,af|271828|V2PMHC_4ac3a4f6915c6008|m0,6502,complete,6504
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_4ac3a4f6915c6008_m1.pqr,a379b9dd5b4b0d4937561886643572909f545b40743b4235b2e7f6bcffe3111f,raw_calculations/canonical_pqr/af_271828_V2PMHC_4ac3a4f6915c6008_m1.pqr,8ab647badc01064b955794a38282b211debaef2e6134fa4c48248acafb52c94c,raw_calculations/fixed_charge/af_271828_V2PMHC_4ac3a4f6915c6008_m1.pqr,6d0525c9a1005468c2ad05cbdb9e2918139d88e34b23cc43be5f0dabf4a64385,af|271828|V2PMHC_32819024c05f813a|m0,af|271828|V2PMHC_4ac3a4f6915c6008|m1,af|271828|V2PMHC_4ac3a4f6915c6008|m0,6502,complete,6504
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_4ac3a4f6915c6008_m2.pqr,5cbbcb80ad387e3e9c380a52642e3a4113081a393965919f27894cc2e5095a1c,raw_calculations/canonical_pqr/af_271828_V2PMHC_4ac3a4f6915c6008_m2.pqr,828f067967b2fdfab94194be2ebc22d1f49cd695d1a7ae0fc24d41010ad280d4,raw_calculations/fixed_charge/af_271828_V2PMHC_4ac3a4f6915c6008_m2.pqr,497a4f33192d896fb86bb5636d919f889f37815f5168c4933761876ae9049c03,af|271828|V2PMHC_32819024c05f813a|m0,af|271828|V2PMHC_4ac3a4f6915c6008|m2,af|271828|V2PMHC_4ac3a4f6915c6008|m0,6502,complete,6504
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_4ac3a4f6915c6008_m3.pqr,ef63207ec9f9a99c15ac9f694edd6e16be740433b60bdb4cd3c4e53d6c44d630,raw_calculations/canonical_pqr/af_271828_V2PMHC_4ac3a4f6915c6008_m3.pqr,697538a9ea7d78e66f43e79a6144b4629b1f6baad3169a0d7c2127795c76ad5f,raw_calculations/fixed_charge/af_271828_V2PMHC_4ac3a4f6915c6008_m3.pqr,02a8f665c86f0d0d68c78b3a0bc203320e33b999c96d98e59d64666e7800988e,af|271828|V2PMHC_32819024c05f813a|m0,af|271828|V2PMHC_4ac3a4f6915c6008|m3,af|271828|V2PMHC_4ac3a4f6915c6008|m0,6502,complete,6504
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_4ac3a4f6915c6008_m4.pqr,49b88cba29e7333de35894565d642685f2cd06239368751f2f10a8119351eac9,raw_calculations/canonical_pqr/af_271828_V2PMHC_4ac3a4f6915c6008_m4.pqr,34641d6d054e8b2bac090d661794651ea5d8e01cf13fbb2ee697ddf10972e60e,raw_calculations/fixed_charge/af_271828_V2PMHC_4ac3a4f6915c6008_m4.pqr,16ff24a50ca757388dc41fce8d8e6cbb973848e7a1daf2f27e6cbc0229747501,af|271828|V2PMHC_32819024c05f813a|m0,af|271828|V2PMHC_4ac3a4f6915c6008|m4,af|271828|V2PMHC_4ac3a4f6915c6008|m0,6501,complete,6504
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_4ac3a4f6915c6008_m0.pqr,a44d8a35ee02f9ed7250e86cd4ac442893e26d95524fc469f1fe2dc94774e4be,raw_calculations/canonical_pqr/af_314159_V2PMHC_4ac3a4f6915c6008_m0.pqr,5afe048216e1b708dc0f6eac149872c584dac52ad34536c1d1e1dedf1be3d48e,raw_calculations/fixed_charge/af_314159_V2PMHC_4ac3a4f6915c6008_m0.pqr,3aa7ec93ad94772e35a3e64b2bd6f99fdac5b30b62a8e29a3cba32471cbea188,af|314159|V2PMHC_32819024c05f813a|m0,af|314159|V2PMHC_4ac3a4f6915c6008|m0,af|314159|V2PMHC_4ac3a4f6915c6008|m0,6502,complete,6504
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_4ac3a4f6915c6008_m1.pqr,9c56764408e6294ebc453e7147d6129c63176b05ef52dc33466fb081f620e93c,raw_calculations/canonical_pqr/af_314159_V2PMHC_4ac3a4f6915c6008_m1.pqr,825bc292f00ab05a3cc0c6fd28ccf5a0fdb15d1aa318281b435aca3b3c618eb0,raw_calculations/fixed_charge/af_314159_V2PMHC_4ac3a4f6915c6008_m1.pqr,fd755d7dad5c1ba3632197403dfd6c1a2553ea224eeff3ee82111cfae5728197,af|314159|V2PMHC_32819024c05f813a|m0,af|314159|V2PMHC_4ac3a4f6915c6008|m1,af|314159|V2PMHC_4ac3a4f6915c6008|m0,6502,complete,6504
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_4ac3a4f6915c6008_m2.pqr,d97fffde0a8d94ab3d37b84237f74987295a4c5afcd248957e3114c19a6cca21,raw_calculations/canonical_pqr/af_314159_V2PMHC_4ac3a4f6915c6008_m2.pqr,8ad117b3f68e472830ab04deac9cccf1bf2ce3f2648d4183f2d2c3984c92cb64,raw_calculations/fixed_charge/af_314159_V2PMHC_4ac3a4f6915c6008_m2.pqr,25095787a1d97746c782c7e092491a1fbc9aadd462e63e0436de39412855fc4a,af|314159|V2PMHC_32819024c05f813a|m0,af|314159|V2PMHC_4ac3a4f6915c6008|m2,af|314159|V2PMHC_4ac3a4f6915c6008|m0,6502,complete,6504
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_4ac3a4f6915c6008_m3.pqr,dbd139c7eff0b6cc22f90787746215585254b082b010fa260e491ac65216f42c,raw_calculations/canonical_pqr/af_314159_V2PMHC_4ac3a4f6915c6008_m3.pqr,cd2819087a8d1da1f4d507f17f71d70326cfe66d1af156a90e6edf50e1f80d38,raw_calculations/fixed_charge/af_314159_V2PMHC_4ac3a4f6915c6008_m3.pqr,e2c320e850fadb302ab088bccde646518549cbe51c537cd07ea18513b4bcdf6c,af|314159|V2PMHC_32819024c05f813a|m0,af|314159|V2PMHC_4ac3a4f6915c6008|m3,af|314159|V2PMHC_4ac3a4f6915c6008|m0,6502,complete,6504
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_4ac3a4f6915c6008_m4.pqr,9f75aa4c040cac17b9f853b72abd3f6ce41b1cf36f1d6569cce2f64d0ea6130e,raw_calculations/canonical_pqr/af_314159_V2PMHC_4ac3a4f6915c6008_m4.pqr,da8060132e420d6571880775114167524dc78773cef54cd4be952fbc9761395d,raw_calculations/fixed_charge/af_314159_V2PMHC_4ac3a4f6915c6008_m4.pqr,4ece5627d4e5065017e562901d24ed54e81cadaaba1ab625da08f027a21ceb38,af|314159|V2PMHC_32819024c05f813a|m0,af|314159|V2PMHC_4ac3a4f6915c6008|m4,af|314159|V2PMHC_4ac3a4f6915c6008|m0,6501,complete,6504
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_51e2e413b5fb64d1_m0.pqr,fc7a080036188ef7f772ad1ac13be7f8bb1dd15155957df6651f0ab81cf06634,raw_calculations/canonical_pqr/af_271828_V2PMHC_51e2e413b5fb64d1_m0.pqr,cdd200dbf8e1c3e921ca631497d945e46edb3957a6eb43cc2ffe6c57dcf901e5,raw_calculations/fixed_charge/af_271828_V2PMHC_51e2e413b5fb64d1_m0.pqr,1cea8726adf43e70d3d2ea6c2cea869a8a3ea6608f467e32f6410b8a1aaa33b8,af|271828|V2PMHC_2a45cfb5882821d2|m0,af|271828|V2PMHC_51e2e413b5fb64d1|m0,af|271828|V2PMHC_51e2e413b5fb64d1|m0,6149,complete,6151
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_51e2e413b5fb64d1_m1.pqr,ff08e5d3ee07d09c7fce9874ac9888f7c9251ff8afd9e0f0be0a2dd9db8d80f9,raw_calculations/canonical_pqr/af_271828_V2PMHC_51e2e413b5fb64d1_m1.pqr,d88b738f8f0c4d0324358e43bf0b724dc80864666dc1d47ae79d1b2eb334d73d,raw_calculations/fixed_charge/af_271828_V2PMHC_51e2e413b5fb64d1_m1.pqr,b3bf8090a4721980e1195919fb1b872a32bb7691e68a8e59b9a5814a475f881a,af|271828|V2PMHC_2a45cfb5882821d2|m0,af|271828|V2PMHC_51e2e413b5fb64d1|m1,af|271828|V2PMHC_51e2e413b5fb64d1|m0,6149,complete,6153
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_51e2e413b5fb64d1_m2.pqr,ea111689679cc864c202dc519e90f34059280e5c8eb6bae0db4e1551ddeacd74,raw_calculations/canonical_pqr/af_271828_V2PMHC_51e2e413b5fb64d1_m2.pqr,a9ffef56042d2cdefecc8771b8f34a67abd00b4dacb5b5f654d0ad3a6427a50c,raw_calculations/fixed_charge/af_271828_V2PMHC_51e2e413b5fb64d1_m2.pqr,e785f85ebc21fc59e9aa6fb3fcf6659543c52d3a20a500800b1b63d9c4459373,af|271828|V2PMHC_2a45cfb5882821d2|m0,af|271828|V2PMHC_51e2e413b5fb64d1|m2,af|271828|V2PMHC_51e2e413b5fb64d1|m0,6149,complete,6153
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_51e2e413b5fb64d1_m3.pqr,040e4f53eca15869210d720e480f16a0be74d2deb4c7bca3a1a45f749223976d,raw_calculations/canonical_pqr/af_271828_V2PMHC_51e2e413b5fb64d1_m3.pqr,0ecd5a383287e762209cc89fb80603cf2de45995e5c046ad6d9dc2a9194a8891,raw_calculations/fixed_charge/af_271828_V2PMHC_51e2e413b5fb64d1_m3.pqr,d70db40abb28183ef1c8094e92fbad12bd2e0e17205240c0ee77d49d68ae7009,af|271828|V2PMHC_2a45cfb5882821d2|m0,af|271828|V2PMHC_51e2e413b5fb64d1|m3,af|271828|V2PMHC_51e2e413b5fb64d1|m0,6149,complete,6152
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_51e2e413b5fb64d1_m4.pqr,c892ae7cf8efcc73cb37d3758d1d1e3b04f1e6fae437fa21d22e59155fec3ca4,raw_calculations/canonical_pqr/af_271828_V2PMHC_51e2e413b5fb64d1_m4.pqr,d6f95f036020414260b8fb1c748b099521a0d5f7fb01d82cb8586c29251d94c3,raw_calculations/fixed_charge/af_271828_V2PMHC_51e2e413b5fb64d1_m4.pqr,f59a1c3ec671777b7265c2326aedeba9ed864deea359d9b8f34b5966b7a81546,af|271828|V2PMHC_2a45cfb5882821d2|m0,af|271828|V2PMHC_51e2e413b5fb64d1|m4,af|271828|V2PMHC_51e2e413b5fb64d1|m0,6148,complete,6153
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_51e2e413b5fb64d1_m0.pqr,c3712c24f93c69beeabf04b5d4f57c806c8c2bdb477364583ecf054507e0ccd3,raw_calculations/canonical_pqr/af_314159_V2PMHC_51e2e413b5fb64d1_m0.pqr,e85f62f086fc39bcfaa96fc5cb16172c0fbef6e4ca993f98bb3c96931c63e3dd,raw_calculations/fixed_charge/af_314159_V2PMHC_51e2e413b5fb64d1_m0.pqr,1c687b62edbfde99f97d27a232995e6b34cfd81904d47c3e9d664b7db4106fc7,af|314159|V2PMHC_2a45cfb5882821d2|m0,af|314159|V2PMHC_51e2e413b5fb64d1|m0,af|314159|V2PMHC_51e2e413b5fb64d1|m1,6148,complete,6152
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_51e2e413b5fb64d1_m1.pqr,fc9ec885d03ed5f1820913501db90c196519f2f6986d6aa47010de97e81cbc28,raw_calculations/canonical_pqr/af_314159_V2PMHC_51e2e413b5fb64d1_m1.pqr,b671caa5ecc8fb4ef7d1aacc7f5549139d7600ed9b20248c317cc0fa28c9dc9b,raw_calculations/fixed_charge/af_314159_V2PMHC_51e2e413b5fb64d1_m1.pqr,ca83a8016f841d17ba8664639a00c1c46ce6ef93dad189ea97a3d606dbd3ba52,af|314159|V2PMHC_2a45cfb5882821d2|m0,af|314159|V2PMHC_51e2e413b5fb64d1|m1,af|314159|V2PMHC_51e2e413b5fb64d1|m1,6150,complete,6151
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_51e2e413b5fb64d1_m2.pqr,8a8e50d81b2e9ed522df697a45b2662e78b62eefe00924290cf78d1224afc8c8,raw_calculations/canonical_pqr/af_314159_V2PMHC_51e2e413b5fb64d1_m2.pqr,9b93f577ab7a6b797f44e932040db2a29a5e2fd41fa09b627f98896a9e645e3a,raw_calculations/fixed_charge/af_314159_V2PMHC_51e2e413b5fb64d1_m2.pqr,792e9f04dfe45001415e839a21e5ee04c58090a03f1382824db43f9645e257f9,af|314159|V2PMHC_2a45cfb5882821d2|m0,af|314159|V2PMHC_51e2e413b5fb64d1|m2,af|314159|V2PMHC_51e2e413b5fb64d1|m1,6150,complete,6151
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_51e2e413b5fb64d1_m3.pqr,0c20f6f8a8650720d53f96d614cdb7a7384b3854622f7c55519f709a73416a52,raw_calculations/canonical_pqr/af_314159_V2PMHC_51e2e413b5fb64d1_m3.pqr,04a0218c91be0bc5a1e4dd2831e026365f28183c08a7a3630cadf2d76900e8aa,raw_calculations/fixed_charge/af_314159_V2PMHC_51e2e413b5fb64d1_m3.pqr,55e5ae8dbd3c64de5de0e50f33c8acc455b6547eca1ba8a8517d21310099a7b6,af|314159|V2PMHC_2a45cfb5882821d2|m0,af|314159|V2PMHC_51e2e413b5fb64d1|m3,af|314159|V2PMHC_51e2e413b5fb64d1|m1,6149,complete,6153
raw_calculations/canonical_fixed_charge/af_314159_V2PMHC_51e2e413b5fb64d1_m4.pqr,0ecb4d42d6464b31b2746ec8d1ae9e0c8e2af3da47760c6e26de6ca046490805,raw_calculations/canonical_pqr/af_314159_V2PMHC_51e2e413b5fb64d1_m4.pqr,013debbdd940dfb8ac0938e4b5ed9a0b59fad2b0822b5c87f42ec967c8c9e2e5,raw_calculations/fixed_charge/af_314159_V2PMHC_51e2e413b5fb64d1_m4.pqr,f2db51ea525a5ffc22feafe7542f93d8f66e1129a1135d32fa7b80f4cf7ba6fa,af|314159|V2PMHC_2a45cfb5882821d2|m0,af|314159|V2PMHC_51e2e413b5fb64d1|m4,af|314159|V2PMHC_51e2e413b5fb64d1|m1,6150,complete,6152
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_645c4f4577622a82_m0.pqr,fb5a4dce776b4e4d11688d9ab1334c54ce7185a2e9499fead598ff048c0c897f,raw_calculations/canonical_pqr/af_271828_V2PMHC_645c4f4577622a82_m0.pqr,fb5a4dce776b4e4d11688d9ab1334c54ce7185a2e9499fead598ff048c0c897f,raw_calculations/fixed_charge/af_271828_V2PMHC_645c4f4577622a82_m0.pqr,d8d83571192f02151d99f4ac94677cad108f55dd0d5baa59e877a2fae7425718,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_645c4f4577622a82|m0,af|271828|V2PMHC_645c4f4577622a82|m0,6176,complete,6176
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_645c4f4577622a82_m1.pqr,ed2e4dd9487dd92dcb7e683101dbbe693a40c9d5ee3b6d5794cd813538bb55a9,raw_calculations/canonical_pqr/af_271828_V2PMHC_645c4f4577622a82_m1.pqr,9770b64f74e78c28a5f2d0dcd0899d2cfd1201b91b4d993c2d12bf0d237b7008,raw_calculations/fixed_charge/af_271828_V2PMHC_645c4f4577622a82_m1.pqr,a838d2be785549dba5a2049d27c3d11bf767809e0879c04128fd6f416243473a,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_645c4f4577622a82|m1,af|271828|V2PMHC_645c4f4577622a82|m0,6175,complete,6176
raw_calculations/canonical_fixed_charge/af_271828_V2PMHC_645c4f4577622a82_m2.pqr,ccb871063666f5ce1ad28deeb0970a9e36d4e3e09f98bc1802dbbdba6b70ffaa,raw_calculations/canonical_pqr/af_271828_V2PMHC_645c4f4577622a82_m2.pqr,2a56cc25c098a109e3341eab57d1c63a19a2411c3dc1675e82386d7999f724b2,raw_calculations/fixed_charge/af_271828_V2PMHC_645c4f4577622a82_m2.pqr,4ae895c3a9292cdf1f400a55927b8032c1e8e07a2d0c1b5909797b679dac658b,af|271828|V2PMHC_059a1481886fcb83|m0,af|271828|V2PMHC_645c4f4577622a82|m2,af|271828|V2PMHC_645c4f4577622a82|m0,6173,complete,6174
