target_pair_id,target_validation_label,target_register_assessment,frozen_selected_decoy_count,observed_decoy_row_count,strict_decoy_pair_ids,primary_endpoint,target_score,decoy_score_median,decoy_score_min,decoy_score_max,target_minus_decoy_median,target_rank_among_six,descriptive_within_set_rank_fraction,target_identity_fraction,target_anchor_property_similarity,target_candidate_exposed_property_similarity,evaluation_status
EBV_TCELL_2268720::HUMAN_MYELIN_118650,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_119809,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_119927,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_119972,combined_new_literature_overlay,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_119973,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_120169,drosu_2024_EBV_glycoprotein,unresolved_or_flank_dependent_core,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_120170,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_120201,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_13572,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_13573,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_35803,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_40353,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_40762,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_45514,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_51191,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_5516,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_63975,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_67907,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_73159,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268720::HUMAN_MYELIN_80095,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268741::HUMAN_MYELIN_111192,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268741::HUMAN_MYELIN_112393,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268741::HUMAN_MYELIN_114765,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268741::HUMAN_MYELIN_114806,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268741::HUMAN_MYELIN_114925,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268741::HUMAN_MYELIN_115622,wang_2026_MBP90_region,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268741::HUMAN_MYELIN_116170,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268741::HUMAN_MYELIN_119972,wang_2026_MBP90_region,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268741::HUMAN_MYELIN_13572,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268741::HUMAN_MYELIN_13573,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268741::HUMAN_MYELIN_45514,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268741::HUMAN_MYELIN_80095,classic_component_only,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_111192,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_112037,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_112191,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_112214,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_112226,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_112319,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_112354,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_112393,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_112603,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_112756,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_112782,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_114366,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_114566,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_114765,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_114806,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_114925,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_115061,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_115622,combined_new_literature_overlay,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_115636,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_115641,drosu_2024_EBV_glycoprotein,sensitivity_only_unresolved_register,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_115648,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_116079,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_116170,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_116911,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_116924,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_116976,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_116993,drosu_2024_EBV_glycoprotein,assessable_register_hypothesis,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_incomplete_strict_decoy_set
EBV_TCELL_2268933::HUMAN_MYELIN_116995,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_117009,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_117032,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_117035,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_117039,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_117117,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_118650,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_119809,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_119927,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_119972,combined_new_literature_overlay,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_119973,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_120169,drosu_2024_EBV_glycoprotein,unresolved_or_flank_dependent_core,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_120170,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_120201,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_13572,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_13573,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_35803,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_40353,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_40762,drosu_2024_EBV_glycoprotein,assessable_register_hypothesis,4,4,EBV_TCELL_2268741::HUMAN_MYELIN_5516;EBV_TCELL_2268741::HUMAN_MYELIN_63975;EBV_TCELL_2268741::HUMAN_MYELIN_112354;EBV_TCELL_2268741::HUMAN_MYELIN_116995,same_register_property_similarity,,,,,,,,,,,not_evaluable_incomplete_strict_decoy_set
EBV_TCELL_2268933::HUMAN_MYELIN_45514,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_51191,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_5516,drosu_2024_EBV_glycoprotein,assessable_register_hypothesis,4,4,EBV_TCELL_2268741::HUMAN_MYELIN_5516;EBV_TCELL_2268741::HUMAN_MYELIN_63975;EBV_TCELL_2268741::HUMAN_MYELIN_112354;EBV_TCELL_2268741::HUMAN_MYELIN_116995,same_register_property_similarity,,,,,,,,,,,not_evaluable_incomplete_strict_decoy_set
EBV_TCELL_2268933::HUMAN_MYELIN_63975,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_67907,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_73159,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268933::HUMAN_MYELIN_80095,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_111192,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_112037,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_112191,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_112214,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_112226,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_112319,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_112354,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_112393,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_112603,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_112756,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_112782,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_114366,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_114566,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_114765,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_114806,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_114925,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_115061,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_115622,combined_new_literature_overlay,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_115636,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_115641,drosu_2024_EBV_glycoprotein,sensitivity_only_unresolved_register,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_115648,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_116079,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_116170,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_116911,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_116924,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_116976,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_116993,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_116995,drosu_2024_EBV_glycoprotein,assessable_register_hypothesis,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_incomplete_strict_decoy_set
EBV_TCELL_2268934::HUMAN_MYELIN_117009,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_117032,drosu_2024_EBV_glycoprotein,assessable_register_hypothesis,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_incomplete_strict_decoy_set
EBV_TCELL_2268934::HUMAN_MYELIN_117035,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_117039,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_117117,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_118650,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_119809,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_119927,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_119972,combined_new_literature_overlay,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_119973,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_120169,drosu_2024_EBV_glycoprotein,unresolved_or_flank_dependent_core,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_120170,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_120201,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_13572,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_13573,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_35803,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_40353,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_40762,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_45514,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_51191,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_5516,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_63975,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_67907,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_73159,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_2268934::HUMAN_MYELIN_80095,drosu_2024_EBV_glycoprotein,no_same_register_local_alignment,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_111192,classic_BALF5_MBP_pair,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_112037,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_112191,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_112214,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_112226,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_112319,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_112354,classic_component_only,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
EBV_TCELL_63843::HUMAN_MYELIN_112393,classic_BALF5_MBP_pair,calibration_only_nonprimary_allele,0,0,,same_register_property_similarity,,,,,,,,,,,not_evaluable_register_status
