lead_rank,pair_id,analysis_layer,entity_role,candidate_id,job_id,model_id,cluster_id,cluster_size,distinct_jobs_in_cluster,model_plddt,model_iptm,clustering_method_note,claim_boundary
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,target,HUMAN_MYELIN_117032,HUMAN_MYELIN_117032|seed-27|sig-2f9a0e012ee11aa4,HUMAN_MYELIN_117032|seed-27|sig-2f9a0e012ee11aa4|model-1,13,2,1,40.98068309208153,0.85,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,target,HUMAN_MYELIN_117032,HUMAN_MYELIN_117032|seed-27|sig-2f9a0e012ee11aa4,HUMAN_MYELIN_117032|seed-27|sig-2f9a0e012ee11aa4|model-2,1,16,4,35.026290719696966,0.85,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,target,HUMAN_MYELIN_117032,HUMAN_MYELIN_117032|seed-27|sig-2f9a0e012ee11aa4,HUMAN_MYELIN_117032|seed-27|sig-2f9a0e012ee11aa4|model-3,14,1,1,36.796835554202744,0.84,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,target,HUMAN_MYELIN_117032,HUMAN_MYELIN_117032|seed-27|sig-2f9a0e012ee11aa4,HUMAN_MYELIN_117032|seed-27|sig-2f9a0e012ee11aa4|model-4,15,1,1,32.09958920680015,0.83,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,control,HUMAN_BACKGROUND_141561,HUMAN_BACKGROUND_141561|seed-691372407|sig-694971dac562eb29,HUMAN_BACKGROUND_141561|seed-691372407|sig-694971dac562eb29|model-0,2,2,1,44.122539570582674,0.89,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,control,HUMAN_BACKGROUND_141561,HUMAN_BACKGROUND_141561|seed-691372407|sig-694971dac562eb29,HUMAN_BACKGROUND_141561|seed-691372407|sig-694971dac562eb29|model-1,2,2,1,44.54166477583719,0.88,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,control,HUMAN_BACKGROUND_141561,HUMAN_BACKGROUND_141561|seed-691372407|sig-694971dac562eb29,HUMAN_BACKGROUND_141561|seed-691372407|sig-694971dac562eb29|model-2,3,1,1,31.79691904264318,0.86,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,control,HUMAN_BACKGROUND_141561,HUMAN_BACKGROUND_141561|seed-691372407|sig-694971dac562eb29,HUMAN_BACKGROUND_141561|seed-691372407|sig-694971dac562eb29|model-3,4,1,1,31.689531596755735,0.86,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,control,HUMAN_BACKGROUND_141561,HUMAN_BACKGROUND_141561|seed-691372407|sig-694971dac562eb29,HUMAN_BACKGROUND_141561|seed-691372407|sig-694971dac562eb29|model-4,5,1,1,29.38489711150918,0.85,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,control,HUMAN_BACKGROUND_2258889,HUMAN_BACKGROUND_2258889|seed-1965832023|sig-cbe3c9bf8294dceb,HUMAN_BACKGROUND_2258889|seed-1965832023|sig-cbe3c9bf8294dceb|model-0,6,3,1,39.47234548340548,0.89,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,control,HUMAN_BACKGROUND_2258889,HUMAN_BACKGROUND_2258889|seed-1965832023|sig-cbe3c9bf8294dceb,HUMAN_BACKGROUND_2258889|seed-1965832023|sig-cbe3c9bf8294dceb|model-1,7,2,1,38.320378455988454,0.89,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,control,HUMAN_BACKGROUND_2258889,HUMAN_BACKGROUND_2258889|seed-1965832023|sig-cbe3c9bf8294dceb,HUMAN_BACKGROUND_2258889|seed-1965832023|sig-cbe3c9bf8294dceb|model-2,6,3,1,39.25043975468976,0.89,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,control,HUMAN_BACKGROUND_2258889,HUMAN_BACKGROUND_2258889|seed-1965832023|sig-cbe3c9bf8294dceb,HUMAN_BACKGROUND_2258889|seed-1965832023|sig-cbe3c9bf8294dceb|model-3,6,3,1,39.384462380952385,0.88,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,control,HUMAN_BACKGROUND_2258889,HUMAN_BACKGROUND_2258889|seed-1965832023|sig-cbe3c9bf8294dceb,HUMAN_BACKGROUND_2258889|seed-1965832023|sig-cbe3c9bf8294dceb|model-4,7,2,1,38.45654468975469,0.88,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,control,HUMAN_BACKGROUND_423369,HUMAN_BACKGROUND_423369|seed-1600137418|sig-a6b6ec6d203f62cf,HUMAN_BACKGROUND_423369|seed-1600137418|sig-a6b6ec6d203f62cf|model-0,8,1,1,37.025523088023085,0.88,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,control,HUMAN_BACKGROUND_423369,HUMAN_BACKGROUND_423369|seed-1600137418|sig-a6b6ec6d203f62cf,HUMAN_BACKGROUND_423369|seed-1600137418|sig-a6b6ec6d203f62cf|model-1,9,1,1,37.03753923520923,0.88,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,control,HUMAN_BACKGROUND_423369,HUMAN_BACKGROUND_423369|seed-1600137418|sig-a6b6ec6d203f62cf,HUMAN_BACKGROUND_423369|seed-1600137418|sig-a6b6ec6d203f62cf|model-2,10,1,1,37.134939033189035,0.88,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,control,HUMAN_BACKGROUND_423369,HUMAN_BACKGROUND_423369|seed-1600137418|sig-a6b6ec6d203f62cf,HUMAN_BACKGROUND_423369|seed-1600137418|sig-a6b6ec6d203f62cf|model-3,11,1,1,30.01161847041847,0.86,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
2,EBV_TCELL_2268741::HUMAN_MYELIN_117032,length_sensitivity_exact_bin_pm7,control,HUMAN_BACKGROUND_423369,HUMAN_BACKGROUND_423369|seed-1600137418|sig-a6b6ec6d203f62cf,HUMAN_BACKGROUND_423369|seed-1600137418|sig-a6b6ec6d203f62cf|model-4,12,1,1,26.198952481962483,0.86,Complete linkage at 2.0 A; confidence annotations did not affect clustering.,"Descriptive computational pMHC geometry and technical stability only; not evidence of presentation, TCR binding, activation, cross-reactivity, molecular mimicry, or MS mechanism."
